artistName,trackName,total_mins_played,total_streams
OneRepublic,If I Lose Myself,0.08,1
Oolong,Bicycle Day,0.28,1
Oracle Sisters,Most of All,3.68,1
Oracle Sisters,The Dandelion,3.66,1
Orion Sun,Antidote,2.83,1
Orla Gartland,Why Am I Like This?,0.14,1
Ornithology,Nocturnal,2.85,1
Osaki,Bed Of Flowers,2.25,1
Osaki,Beyond The Boundary,2.74,1
Osaki,Everlasting,2.85,1
Osaki,Lullaby,2.32,1
Osaki,New Beginnings,2.26,1
Osaki,Parallel Worlds,2.52,1
Oscar Anton,ophelie,1.57,1
Oscar Kowalski,Le jardin de ma grand-mère,2.94,1
Oscar Kowalski,Le vol de l’oiseau,2.27,1
Oso Oso,nothing to do,3.07,1
Otis Redding,(Sittin' On) the Dock of the Bay,0.11,1
Ovlov,Strokes,2.19,1
Ovlov,The Wishing Well,1.15,1
Owen,Me,0.7,1
Owl City,Fireflies,0.07,1
Owl City,Good Time,2.16,1
Owl City,Hello Seattle - Remix,0.03,1
Owl City,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",0.16,1
Ozzy Osbourne,Crazy Train,0.92,1
P!nk,Irrelevant,1.06,1
P!nk,Raise Your Glass,0.07,1
P!nk,So What,0.11,1
P.H.F.,Queen,0.66,1
POLKADOT STINGRAY,JET,4.75,1
POLKADOT STINGRAY,The Mermaid,0.13,1
PREP,Cheapest Flight,0.1,1
PREP,Line by Line,0.18,1
PREP,Who's Got You Singing Again,0.04,1
PYNKIE,starry eyed - demo,3.04,1
Palace,Bitter,3.89,1
Palace,Live Well,4.16,1
Palace Music,New Partner,0.08,1
Pale Waves,There’s A Honey,3.85,1
Pandrezz,Beginner,2.55,1
Pandrezz,Could Have Done More,0.86,1
Pandrezz,Feelin Warm,2.63,1
Pandrezz,Snowflakes,3.34,1
Panic! At The Disco,"Build God, Then We'll Talk",2.72,1
Panic! At The Disco,Crazy = Genius,0.03,1
Panic! At The Disco,High Hopes,3.18,1
Panic! At The Disco,I Constantly Thank God for Esteban,3.5,1
Panic! At The Disco,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",3.28,1
Papa Roach,Blood Brothers,0.35,1
Papa Roach,Last Resort,0.58,1
Paper Flowers,Hope Springs,1.83,1
Paramore,(One of Those) Crazy Girls,3.54,1
Paramore,All We Know,0.42,1
Paramore,Anklebiters,2.3,1
Paramore,Be Alone,3.67,1
Paramore,Born for This,3.98,1
Paramore,Daydreaming,4.52,1
Paramore,Decode - Twilight Soundtrack Version,2.03,1
Paramore,Figure 8,2.5,1
Paramore,"For a Pessimist, I'm Pretty Optimistic",3.8,1
Paramore,Future,7.85,1
Paramore,Grow Up,3.85,1
Paramore,Hate to See Your Heart Break,5.15,1
Paramore,I Caught Myself,3.92,1
Paramore,Idle Worship,3.31,1
Paramore,Interlude: Holiday,1.16,1
Paramore,Interlude: Moving On,1.51,1
Paramore,Last Hope,5.17,1
Paramore,Miracle,2.99,1
Paramore,Misguided Ghosts,0.08,1
Paramore,Never Let This Go,0.01,1
Paramore,No Friend,3.4,1
Paramore,Now,4.18,1
Paramore,Part II,4.69,1
Paramore,Proof,3.26,1
Paramore,Tell Me How,3.42,1
Pascal Comelade,Fragments,2.11,1
Passenger,All The Little Lights,2.86,1
Passenger,All the Little Lights,3.93,1
Passenger,And I Love Her,2.71,1
Passenger,Circles,3.2,1
Passenger,Circles - Acoustic,2.6,1
Passenger,"I Hate - Live from The Borderline, London",0.01,1
Passenger,Keep On Walking,4.13,1
Passenger,Let Her Go - Acoustic,1.04,1
Passenger,Life's For The Living - Acoustic,0.03,1
Passenger,Patient Love,3.18,1
Passenger,Patient Love - Acoustic,0.03,1
Passenger,Staring At the Stars,0.02,1
Pastel Ghost,Dark Beach,0.69,1
Patrick Behnke,Frozen Dragon Returns to Motion,0.08,1
Patrick Watson,Je te laisserai des mots,1.46,1
Pavement,Harness Your Hopes - B-side,0.09,1
Pawcut,Beef,2.01,1
Peach Pit,Chagu's Sideturn,3.24,1
Peach Pit,Feelin' Low (F*ckboy Blues),0.49,1
Peach Pit,Last Days of Lonesome,3.76,1
Peach Pit,Peach Pit - Audiotree Live Version,0,1
Peach Pit,Private Presley - Audiotree Live Version,0,1
Peach Pit,Tommy's Party - Audiotree Live Version,0.5,1
Peak Twilight,Lunar Shores,1.74,1
Peak Twilight,Until We Meet Again,3.15,1
Peggy Lee,The Christmas List,0.07,1
Pentimento,Clever Reason,2.72,1
Pentimento,Just Friends,3.92,1
People Under The Stairs,The Next Step II,3.74,1
Perfume Genius,Otherside,0.03,1
Pesado,A chillar a otra parte,2.74,1
Pesado,"Te quiero, te amo",0.2,1
Peter Bach,Westwood,0.26,1
Pharrell Williams,Freedom,0.94,1
Pharrell Williams,"Happy - From ""Despicable Me 2""",0.1,1
Pharrell Williams,Hug Me,0.13,1
Pharrell Williams,Just A Cloud Away,0.75,1
Phillip Phillips,"Gone, Gone, Gone",0.03,1
Phillip Phillips,Raging Fire,0.06,1
Phlocalyst,Bamboo,2.47,1
Phlocalyst,Feelings,2.5,1
Phlocalyst,Lessons in Nature,2.1,1
Phlocalyst,Old Friend,1.97,1
Phlocalyst,Promenades,2.23,1
Phlocalyst,To The Source,2.72,1
Phoebe Bridgers,Chelsea,0.73,1
Phoebe Bridgers,If We Make It Through December,1.34,1
Phoebe Bridgers,Killer + The Sound,0.67,1
Phoebe Bridgers,Kyoto (Glitch Gum Remix),0.19,1
Phoebe Bridgers,So Much Wine,4.06,1
Phoebe Bridgers,Steamroller,0.01,1
Phoebe Bridgers,You Missed My Heart,5.84,1
Phoebe Go,We Don't Talk,0.19,1
Phoenix,Entertainment,0.74,1
Phoenix,Everything Is Everything,2.23,1
Phoenix,J-Boy,0.27,1
Phoenix,Long Distance Call,3.1,1
Phoenix,Tonight (feat. Ezra Koenig),0.16,1
Phoenix James,Peace,1.93,1
Pierce The Veil,King For A Day,0.05,1
Pierce The Veil,Pass The Nirvana,0.04,1
Pierce The Veil,The Sky Under the Sea,0.01,1
Pinegrove,Angelina - Audiotree Live Version,0.14,1
Pinegrove,Aphasia (Demo),0,1
Pinegrove,Need 2 - Audiotree Live Version,0,1
Pinegrove,New Friends (Schuylkill Session),0,1
Pinegrove,No Drugs - Skylight Sessions,0.07,1
Pinegrove,On Jet Lag,0.04,1
Pinegrove,Waveform (Demo),0,1
Pink Floyd,"Another Brick in the Wall, Pt. 2",0.04,1
PinkPantheress,Boy's a liar Pt. 2,1.79,1
PinkPantheress,Nineteen - Nia Archives Remix,0.03,1
Pinkshift,i'm gonna tell my therapist on you,0.17,1
Pinkshinyultrablast,Holy Forest,0.08,1
Pitbull,International Love (feat. Chris Brown),0.41,1
Pitbull,Maldito Alcohol (Pitbull vs. Afrojack),1.47,1
Pitbull,Time of Our Lives,0.91,1
Pity Party (Girls Club),I Hope Youre Doing Okay,2.02,1
Pity Party (Girls Club),Libra,2.03,1
Pixies,Where Is My Mind? - Remastered,3.92,1
Place Called Home,Alex,2.24,1
Plain White T's,Hey There Delilah,3.88,1
Plain White T's,Hey There Delilah - Bonus Track,3.31,1
Plainclothes,Julia's Caesar Salad,1.13,1
Plant Guy,Towards The Mountains,2.06,1
Playboi Carti,Shoota (feat. Lil Uzi Vert),0.39,1
Player One,Animal Crossing (New Horizons),1.14,1
Pointy Features,Afloat,2.38,1
Pointy Features,Coral Caves,2.18,1
Poison,Every Rose Has Its Thorn - Remastered 2003,0.53,1
Poison,Talk Dirty to Me - Live,1.9,1
Polo G,Don’t Play (with Lil Baby),2.61,1
Pop Smoke,Get Back,1.8,1
Post Malone,Better Now,3.85,1
Post Malone,Broken Whiskey Glass,3.9,1
Post Malone,Candy Paint,0.08,1
Post Malone,Cooped Up (with Roddy Ricch),0.02,1
Post Malone,Deja Vu,2.6,1
Post Malone,Feel,3.29,1
Post Malone,Feeling Whitney,3.79,1
Post Malone,Hit This Hard,4.15,1
Post Malone,Hollywood's Bleeding,0.33,1
Post Malone,No Option,0.78,1
Post Malone,One Right Now (with The Weeknd),0.33,1
Post Malone,Only Wanna Be With You - Pokémon 25 Version,0.12,1
Post Malone,Stay,0.05,1
Post Malone,Too Young,3.95,1
Post Malone,Waiting For Never,0.09,1
Post Malone,"Yours Truly, Austin Post",1.48,1
Powderfinger,My Happiness,0.2,1
Prawn,Settled,3.8,1
Pretty Sick,Physical,4.56,1
Primrose,Feelin' Down,0.09,1
Princess Nokia,Diva,0.14,1
Princess Nokia,I Like Him,0.18,1
Princess Nokia,No Effort,0.18,1
Prithvi,Moonlit,2.23,1
Prithvi,Streetlights,2.63,1
Project AER,A Better Place,2,1
Project AER,Open Eyes,2.6,1
Project AER,The Aftermath,1.36,1
Project AER,Where We Are,2.66,1
Public Enemy,Fight The Power,3.25,1
Pure Prairie League,Amie,0,1
Purrple Cat,Better Days,2.63,1
Purrple Cat,Cat's Cradle,2.16,1
Purrple Cat,Cold Pizza,3.08,1
Purrple Cat,Dark Moon,2.92,1
Purrple Cat,Midnight Snack,3.13,1
Purrple Cat,Moonwinds,0.05,1
Purrple Cat,Silent Wood,3.13,1
Purrple Cat,Tabula Rasa,3.21,1
Purrple Cat,Through the Wormhole,2.11,1
Pusha T,The Games We Play,0.15,1
Pusha T,Trouble on My Mind,0.03,1
Pynch,Karaoke,3.48,1
Q,Take Me Where Your Heart Is,0.07,1
Quarterflash,Harden My Heart,0.19,1
Quasimoto,Low Class Conspiracy,2.44,1
Quasimoto,Seasons Change,0.48,1
Quiet Life,Foggy,1.56,1
Quiet Riot,Cum on Feel the Noize,0.01,1
R3HAB,Karate,3.5,1
RARRI BLANCO,Carrusel,3.43,1
REDD,GMYA (Gimme Your Attention),0.02,1
RL Grime,Core,0.21,1
ROLE MODEL,alive,0.09,1
ROLE MODEL,hello!,3.14,1
Ra Ra Riot,Boy,0.49,1
Ra Ra Riot,Can You Tell,2.71,1
Ra Ra Riot,Water (feat. Rostam),0.03,1
Rachel Bobbitt,Again,0.28,1
Rachel Chinouriri,All I Ever Asked,0.77,1
Radiator Hospital,Fireworks,2.14,1
Radiator Hospital,Night Out,0.28,1
Radiohead,Exit Music (For A Film),0.05,1
Rage Against The Machine,Bulls On Parade,3.82,1
Raimu,Balanced Contrast,2.57,1
Raimu,Shou Ga Nai,2.69,1
Raimu,We Met In the Forest,3.35,1
Raimu,What We've Lost,3.11,1
Raimu,Wisteria Arbour,0.74,1
Rain Sounds - 10 Hour,"Traffic After Rain - 10 Hours for Sleep, Meditation, & Relaxation",0.3,1
Rainbow Kitten Surprise,Cocaine Jesus - Live from Athens Georgia,0.15,1
Rainbow Kitten Surprise,Counting Cards,0.18,1
Rainbow Kitten Surprise,Pacific Love,0.07,1
Rainbow Kitten Surprise,Run,0.07,1
Ramon Ayala Y Sus Bravos Del Norte,Mi Piquito De Oro,0.03,1
Ramsey the Fourth,A Life in Color,3.32,1
Randy Houser,How Country Feels,0.36,1
Randy Rogers Band,Kiss Me In The Dark,1.86,1
Ratboys,I Go Out at Night,0.27,1
Ray Charles,Careless Love,4.02,1
Ray Charles,Ray's Blues,2.88,1
Real Friends,Mess,0,1
Red Hot Chili Peppers,Californication,0,1
Red Hot Chili Peppers,Can't Stop,4.51,1
Red Hot Chili Peppers,Dani California,3.51,1
Red Hot Chili Peppers,Under the Bridge,0.29,1
Red Stairs Jazz Quartet,Embracable You,2.58,1
Redbone,Come and Get Your Love - Single Version,0.03,1
Reeve Carney,If it's True,0.03,1
Refused,New Noise,3.48,1
Regina Spektor,Hero,2.83,1
Regina Spektor,The Call,0.08,1
Regina Spektor,Two Birds,1.42,1
Reik,Creo en Ti,1.09,1
Reik,Noviembre Sin Ti,0.11,1
Reik,Ya Me Enteré,0.16,1
Reik,Yo Quisiera,3.63,1
Relaxing Sounds Podcast,Forest Nature Sounds Birds Singing for Relaxation Mindfulness & Meditation,0.57,1
Relient K,Maintain Consciousness,0.84,1
Resavoir,Intro,1.4,1
Retirement Party,Meet Me in Montauk,3.56,1
Retirement Party,Shoulder It,2.86,1
Rex Orange County,Best Friend,0.14,1
Rex Orange County,Loving Is Easy (feat. Benny Sings),2.6,1
Rex Orange County,Pluto Projector,2,1
Rex Orange County,Sunflower,0.03,1
Rich Mortimer,Chinook - Piano & Cello,0.1,1
Rich Mortimer,Chinook - solo piano,3.33,1
Ricky Rick,Por Ti Baby - Live Version,0.02,1
Rihanna,Don't Stop The Music,1.76,1
Rihanna,Umbrella,4.29,1
Rihanna,We Found Love,0.04,1
Rihanna,Where Have You Been,0,1
Rilo Kiley,With Arms Outstretched,1.25,1
Rina Sawayama,Akasaka Sad,0.03,1
Rina Sawayama,Ordinary Superstar,0.06,1
Rina Sawayama,This Hell,0.01,1
Rise Against,From Heads Unworthy,0.33,1
Rise Against,Hero Of War,0.08,1
Rise Against,Re-Education (Through Labor),0.03,1
Rita Ora,R.I.P. (feat. Tinie Tempah),0.04,1
Ritt Momney,Paper News,4.36,1
River Camille,Elevate,3.45,1
Robbie Williams,Candy,0.06,1
Robo Pumpkin,Evil Abed,1.79,1
Rodney Atkins,Take A Back Road,2.67,1
Rodney Atkins,Watching You,1.95,1
Rogue Wave,Eyes,0.01,1
Ron Pope,Cinnamon,3.9,1
Rooney,All Or Nothing,0.04,1
Roy Montgomery,Jaguar Meets Snake,1.34,1
Royel Otis,Oysters In My Pocket,0.62,1
Rudimental,Feel the Love (feat. John Newman),0.02,1
Rudy Raw,Acoustic Dreams,2.35,1
Rudy Raw,Cosmic Nights,2.28,1
Rumble Pack,Cooler Stuff To Do,0.23,1
Run4PRs ,167. Peaking For a Race: How to Avoid Peaking Too Soon,5.47,1
Running Rogue Podcast,Episode #264: The Dos and Don'ts of Running Tech,31.16,1
Running Rogue Podcast,Episode #270: Super Shoes and Training,53.38,1
Running Rogue Podcast,Episode #272: All Things Boston Marathon,10.98,1
Running Rogue Podcast,Episode #292: Race Week Q&A with Nicole Winter,49.18,1
Running Rogue Podcast,"Episode #300: 9 Reflections on Training, Coaching, and Living from 2022",0.25,1
Runnner,Eggshell,3.41,1
Run–D.M.C.,Sucker M.C.'s (Krush-Groove 1),3.17,1
Rvssian,Only The Team (with Lil Mosey & Lil Tjay),2.82,1
Rxseboy,Bus Ride (feat. chloe moriondo),0.37,1
Ryan Beatty,Evergreen,0.05,1
Ryan Gosling,A Lovely Night,0.02,1
S N U G,Dusk,2.61,1
S N U G,Evenings,2.6,1
S N U G,Lustre,2.48,1
S N U G,Nightfall,2.87,1
S N U G,Rooftop Conversations,3.14,1
S N U G,hazelnut,2.32,1
S N U G,leap of faith,1.95,1
SAINt JHN,Roses - Imanbek Remix,2.94,1
SALES,Big Sis,1.32,1
SALES,Your Own,0.35,1
SCayos,Constellations,3.06,1
SCayos,Galaxy,2.53,1
SHISHAMO,恋に落ちる音が聞こえたら,4.05,1
SHRK,I'll Bite Your Soul,0.2,1
SPEECHLESS,Late Night Adventure,1.78,1
STRFKR,Basically,2.79,1
STRFKR,Rawnald Gregory Erickson the Second,1.82,1
SUN ORGAN,Holding Hands,3.22,1
SUNFO,Roger Foldgers,3.02,1
SWMRS,IKEA Date,3.71,1
SYML,Girl - Acoustic,3.53,1
SZA,2AM,4.05,1
SZA,I Hate U,0.07,1
SZA,Love Galore (Alt Version),4.56,1
SZA,Miles,1.16,1
SZA,Open Arms (feat. Travis Scott),0.81,1
SZA,Percolator,1.4,1
SZA,Shirt,0.7,1
SZA,The Other Side (from Trolls World Tour),0.05,1
SZA,Tread Carefully,1.42,1
Saah,And Faith,0.61,1
Saba,One Way or Every N***a With a Budget,2.75,1
Sabato Scola,Sabato,2.31,1
Sacha Hoedemaker,Nightfall,3.11,1
Sade,Love Is Stronger Than Pride,3.79,1
Safe To Say,Summer Sickness,1.5,1
Safe To Say,Tangerine,2.88,1
Saint Motel,Butch,0,1
Saint Motel,Cold Cold Man,0.01,1
Saint Motel,My Type,0.02,1
Saint Wellesley,Dysphoria,0.02,1
Salt Water Baby,Bodies,3.08,1
Sam Burchfield,Graveyard Flower,0.06,1
Sam Burchfield,Waking Up,0.5,1
Sam Evian,Anybody,1.84,1
Sam Gendel,GREETINGS TO IDRIS,5.06,1
Sam Hunt,Leave The Night On,0.01,1
Same Side,The Way It Seems,3.13,1
Samia,Big Wheel,0.13,1
Sara Kays,Remember That Night?,0.05,1
Sarah Crean,02:00 Am - Live From Tragic Magic Music,0.12,1
Sarah Crean,Fate Induced Insomnia,3.65,1
Sarah Crean,Rainy Day in Berlin,2.47,1
Sarah Crean,Selfish,0.07,1
Sarah Crean,You Have No Idea,5.03,1
Sarah Troedsson,Time Remembered,3.08,1
Sarah Vaughan,Black Coffee,2.69,1
"Sarah, the Illstrumentalist",Show Me How Good It Can Get,2.16,1
Sassy 009,Lara (feat. Clairo),0.87,1
Say Anything,Alive With the Glory of Love,0.05,1
Saya Gray,SHALLOW (PPL SWIM IN SHALLOW WATER),3.83,1
Saüsgpep,Cigarette Butterfly,3.29,1
Scary Pockets,Just the Two of Us,0.26,1
Science Vs,The Science Of Being Transgender,34.76,1
Scro,face to face with death,0.02,1
Scro,i don’t wanna write sad songs anymore,0.13,1
Scro,little too quiet,0.08,1
Sea Girls,This Is The End,3.15,1
Seaholm,Black Vans,1.3,1
Sebastian Kamae,Dontyouknow,2.25,1
Secondhand Serenade,Half Alive,3.69,1
Secondhand Serenade,"Stay Close, Don't Go",0.24,1
Secondhand Serenade,The World Turns,0.08,1
Seeing Double,Don't Wait,2.71,1
Seether,Against The Wall - Acoustic Version,0.37,1
Seether,Careless Whisper,0.05,1
Seether,Fake It,3.23,1
Seether,Fine Again,0.01,1
Seether,Hang On,0.14,1
Seether,Let You Down,0.1,1
Seether,Same Damn Life,0.21,1
Seether,Suffer It All,0.3,1
Seether,Tied My Hands - Live,0.03,1
Seether,Tonight,1.28,1
Seether,Wasteland,0.65,1
Sega Bodega,Salv Goes To Hollywood,1.06,1
Selena,Bidi Bidi Bom Bom,0.04,1
Selena,Como La Flor,3.08,1
Selena,La Carcacha,0.03,1
Self-Regard,Keon Saghari – Letting Go and Skating Freely,0.53,1
Semisonic,Closing Time,0.01,1
Senses Fail,Can't Be Saved,0.02,1
Sewer Dogs,Hotel California,0.04,1
Sex Pistols,Anarchy in the U.K.,0.01,1
Sex Talk With My Mom,"409 Queer Eye Hero, Angel Flores",0.54,1
Shaft,Mucho Mambo - Sway,0.73,1
Shaggy,It Wasn't Me,3.82,1
Shakira,Hips Don't Lie (feat. Wyclef Jean),2.52,1
Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),3.38,1
Shalfi,The Lifespan of a Rivalry,2.64,1
Shania Twain,Man! I Feel Like A Woman!,0.41,1
Shania Twain,That Don't Impress Me Much,0.04,1
Sharon Van Etten,Seventeen,0.82,1
Shierro,Feel Again,2.6,1
Shin Rizumu,彼女のカメラ,4.94,1
Short Fictions,"Fates Worse Than Death, Pt. II: Anthropocene",4.2,1
Short Wave,Arts Week: The Literary Magazine Dissecting Health And Healing,0.4,1
Shrimp,this body means nothing to me,1.42,1
Shwayze,Buzzin',3.82,1
Shwayze,Corona And Lime,3.23,1
Shwayze,Planes (with The Hip Abduction),0.37,1
Shwayze,Too Late (with Dirty Heads),0,1
Sidney Gish,Homecoming Serf,1.4,1
Sidney Gish,"Not but for You, Bunny",0.12,1
Sidney Gish,Persephone,3.41,1
Sigala,Sweet Lovin' - Brookes Brothers Remix,1.01,1
Silk City,Electricity (with Dua Lipa),0.07,1
Silvano Stocco,Beta Male,3.43,1
Silverstein,My Heroine,0.04,1
Silverstein,My Heroine - Acoustic,3.57,1
Silverstein,Smile In Your Sleep,3.23,1
Silversun Pickups,Lazy Eye,0.11,1
Simon & Garfunkel,Bookends Theme - Reprise,0.21,1
Simon & Garfunkel,The Only Living Boy in New York,3.97,1
Simple Plan,Perfect,0.17,1
Sir Chloe,Michelle,0.37,1
"Sir, Please",Dance With Me,4.42,1
Sitting Duck,Changes,1.14,1
Sitting Duck,Save Tonight,2.2,1
Sitting Duck,Setting Sails,1.9,1
Sjowgren,Better Off,0.14,1
Sjowgren,Dreams,0.01,1
Sjowgren,High Beam,0.01,1
Sjowgren,Human Condition,0.02,1
Skullcrusher,Two Weeks in December,0.93,1
Skusta Clee,Solo,0.04,1
"Slaughter Beach, Dog",I'm in Love,2.58,1
"Slaughter Beach, Dog",If I Needed You,2.73,1
Sleep Podcast by Slow | Relaxing Sleep Sounds To Help You Sleep | Nature Sounds For Sleep | ASMR,DEEP OCEAN WAVES FOR SLEEP - Feel free to comment on your sound ideas in a review.,18.81,1
Sleepermane,Eris,2.18,1
Sleepermane,Nightingale,2.04,1
Sleepermane,Northbound,2.09,1
Sleepermane,Shimmer,2.34,1
Sleepermane,Terra,1.99,1
Sleeping With Sirens,Congratulations (feat. Matty Mullins),0.22,1
Sleeping With Sirens,Go Go Go,0.02,1
Sleepy Dog,Try to Breathe and Give Me What I Need,2.88,1
Sleepy Tom,Green Bubble,1.62,1
Sleepy Tom,One Summer's Day (Spirited Away),2.26,1
Slide,Make Believe,2.16,1
Sling Dilly,Halo,1.97,1
Sling Dilly,Lasting,2.12,1
Sling Dilly,Polaris,1.76,1
Sling Dilly,Solstice,1.7,1
Sling Dilly,drifting,1.61,1
Slipknot,'Til We Die,1.43,1
Slipknot,(sic),2.21,1
Slipknot,Adderall,0.04,1
Slipknot,All Out Life,3.45,1
Slipknot,Critical Darling,6.43,1
Slipknot,Dead Memories,4.48,1
Slipknot,Everything Ends,4.24,1
Slipknot,Eyeless,3.94,1
Slipknot,Hive Mind,0.04,1
Slipknot,Killpop,0.04,1
Slipknot,My Plague,2.56,1
Slipknot,Pulse of the Maggots,0.37,1
Slipknot,Snuff,4.6,1
Slipknot,Solway Firth,0.03,1
Slipknot,Spit It Out,2.66,1
Slipknot,Sulfur,2.91,1
Slipknot,The Blister Exists,0.06,1
Slipknot,The Heretic Anthem,3.3,1
Slipknot,Yen,4.76,1
Slo Loris,Kings of the Indoors,2.67,1
Slow Pulp,At Home,3.29,1
Slow Pulp,Houseboat,2.85,1
Slow Pulp,Trade It,2.87,1
Slowdive,Go Get It,4.36,1
Smirk,Goons on the Beach,0.1,1
Smoke Blow,Circle Of Fear,2.04,1
Smoko Ono,Pull Up (feat. Samm Henshaw),2.34,1
Snail Mail,Pristine,2.67,1
Snail Mail,Speaking Terms,3.89,1
Snail Mail,Stick,5.18,1
Snail Mail,Thinning,3.4,1
Snakehips,All My Friends (feat. Tinashe & Chance the Rapper) - PREP Remix,0.08,1
Snoh Aalegra,I Want You Around (feat. 6LACK) - Remix,0.03,1
Snoop Dogg,Beautiful,1.19,1
Snooze,Trains At Jupiter,2.51,1
Soccer Mommy,Kissing In The Rain,3.27,1
Soccer Mommy,bloodstream,5.62,1
Soccer Mommy,rom com 2021,0.04,1
Social Caterpillar,Anti-Prayer,4.57,1
Social Distortion,Mommy's Little Monster,3.55,1
Sodermalm Strand,Someone Elses Love,3.73,1
Softcult,Gaslight,2.89,1
Sol Good Sounds,"Rumbling Thunder on a Rainy Night - 10 hours for Sleep, Meditation, & Relaxation",63.84,1
Solido,Hasta La Cima Del Cielo,0.03,1
Someone Still Loves You Boris Yeltsin,House Fire,0.03,1
Somos,Familiar Theme,3.31,1
Sonic Youth,Teen Age Riot (Album Version),1.06,1
Sorority Noise,Either Way,2.47,1
Sorority Noise,Queen Anne’s Lace,0.08,1
Soulja Boy,Crank That (Soulja Boy),0.13,1
Soulja Boy,Kiss Me Thru The Phone,3.22,1
Soulja Boy Tell'em,Crank That (Soulja Boy),3.7,1
Soulone Beats,Hampton Pier,2.33,1
South North,I've Never Been in Love Before,3.77,1
Southpacific,Parallel Lines,3.49,1
Souvenirs,A Mile High,2.6,1
Space Mountain,Never Lonely,3.85,1
Spacey Jane,Booster Seat,0.31,1
Spacey Jane,Sawteeth,0.08,1
Spencer Hunt,Vhs,1.73,1
Spencer Hunt,gold coast,2.13,1
Spencer Radcliffe,Mia,2.34,1
Spendtime Palace,Tune In,3.81,1
Spud Cannon,A Screw Fell from His Head,3.12,1
Squirrel Flower,So Hot You're Hurting My Feelings,0.91,1
Stapes,Jack Frost,1.75,1
State Champs,Dead and Gone,0,1
State Champs,Eventually,0,1
State Champs,If I'm Lucky,0.04,1
State Champs,Stitches,0.01,1
Stealers Wheel,Stuck In The Middle With You,0.12,1
Stephen Weber,Compassion,2.8,1
Stereolab,Come And Play In The Milky Night (Demo),0.33,1
Steve Aoki,Ultimate (ft. Snow Tha Product),0.05,1
Steve Lacy,Basement Jack,1.83,1
Steve Lacy,Static,0.39,1
Steve Luke & Holloway,I´ll Never Smile Again,4.09,1
Steve Ouimette,The Devil Went Down to Georgia,5.1,1
Stevie Ray Vaughan,Pride and Joy,0.06,1
Stiff Little Fingers,Suspect Device,2.6,1
Still Restless,Woolgathering,2.93,1
Stone Sour,Absolute Zero,0.11,1
Stone Sour,Imperfect,0.62,1
Stove,Graduate and Congratulate,3.94,1
Strange Ranger,Needing You,0.39,1
Strawberry Girls,PRUSSIAN GLOOM,0.14,1
Strawberry Milk Cult,Mustard,3.78,1
Strawberry Milk Cult,Portland,0.14,1
Strike Anywhere,Refusal,2.69,1
String Machine,Churn It Anew,3.54,1
String Machine,Dark Morning (Magnetic),3.46,1
String Machine,Gales of Worry,3.89,1
String Machine,Places to Hide,3.5,1
String Machine,Touring in January,2.45,1
Sublime,Santeria,3.05,1
Sum 41,Motivation,0.02,1
Sum 41,Pieces,0.03,1
Summerbruise,Brain Chowder,1.83,1
Summerbruise,"Stop the World, I Want to Goof Off",2.03,1
Sun Room,Summer's Here,0.03,1
Sundara Karma,Indigo Puff,2.37,1
Sundara Karma,She Said,2.74,1
Sunflower Bean,Moment In The Sun,0.44,1
Sunny Day Real Estate,In Circles - Remastered,0.73,1
Sunset Rollercoaster,Let There Be Light Again,2.78,1
Sunset Rollercoaster,My Jinji,0.08,1
Super Data Science Podcast with Jon Krohn,631: Data Analytics Career Orientation,25.84,1
Super Lunch,Colour Blind,2.48,1
Superorganism,Everything Falls Apart,0.28,1
Superorganism,It's Raining,0,1
Superorganism,Put Down Your Phone,0.14,1
Superorganism,Teenager,0.37,1
Sure Sure,Peaceful In My Mind,2.83,1
Suzanne Vega,Luka,0.19,1
Sweater Curse,Can't See You Anymore,4.04,1
Swedish House Mafia,Greyhound,0.32,1
Sweet,Fox On The Run,2.61,1
Sweet Peach,The Boys Are Still in Town,3.57,1
Sweet Trip,Your World is Eternally Complete - 2021 Remaster,0.02,1
Swirlies,Two Girls Kissing,0.05,1
Sycco,Ripple,0.14,1
Sylvan Esso,Uncatena,2.12,1
Sátyr,Do you even think of me,2.68,1
Sátyr,Flood,0.2,1
Sátyr,Rain inside,2.22,1
T. Evann,Clementine,5.15,1
TABAL,Beyond,1.64,1
TABAL,Golden Hour,2.96,1
TABAL,Grasswalk,3.15,1
TABAL,Orange Leaves,2.67,1
THE ANXIETY,Meet Me At Our Spot,1.17,1
THE SCOTTS,THE SCOTTS,2.77,1
THREE1989,Don’t miss it,0.93,1
TOKYOPILL,E t h e r e a l,0.05,1
TOPS,Perfected Steps,6.64,1
TRSH,Spontaneous Cowboy,0.22,1
TRSH,Squints,2.66,1
TTNG,Chinchilla,0.04,1
TV Girl,Birds Dont Sing,3.49,1
TV Girl,Hate Yourself,0.27,1
TV Girl,Not Allowed,2.8,1
Tai Verdes,AOK,0.4,1
Taichi Mukai,リセット,0.13,1
Taking Back Sunday,Bike Scene - Demo,0.13,1
Taking Back Sunday,Everything Must Go,0.02,1
Taking Back Sunday,Liar (It Takes One To Know One),2.93,1
Taking Back Sunday,"Lonely, Lonely",0.02,1
Taking Back Sunday,My Blue Heaven,0.01,1
