artistName,trackName,total_mins_played,total_streams
Allday,Girl in the Sun,2.76,2
Allem Iversom,The Ridge,6.24,2
Alvvays,Many Mirrors,5.62,2
Ambulo,Frost Flowers,4.44,2
American Football,Born to Lose,9.8,2
American Football,"Five Silent Miles - Live at the Blind Pig, Champaign, IL, 1997",3.71,2
American Football,I've Been So Lost for So Long,4.72,2
American Football,"Never Meant - 4-Track Album Prep, 1999",1.69,2
American Football,Rare Symmetry,3.47,2
American Football,Song #1 / Song #2 - Demo,0.15,2
American Football,"Stay Home - Boombox Practice Session, 1998",11.96,2
American Football,"Untitled #1 (The One with the Trumpet) - Boombox Practice Session, 1998",3.78,2
Anarbor,Passion For Publication,1.82,2
Anarbor,You And I,3.06,2
Aphex Twin,#16,0.11,2
Arctic Monkeys,Bigger Boys and Stolen Sweethearts,0.16,2
Arctic Monkeys,Do I Wanna Know?,1.55,2
Arm's Length,Object Permanence,0.22,2
Atlas Genius,Trojans,3.66,2
August Wilhelmsson,Departure,5.38,2
Avril Lavigne,Sk8er Boi,1.61,2
Aylior,Poolside,4.76,2
BADBADNOTGOOD,Time Moves Slow,0.27,2
BVG,Spirited Away,4.11,2
BVG,Sunday Morning,2.37,2
Bad Bunny,Enséñame a Bailar,3.04,2
Bad Bunny,La Zona,3.45,2
Bad Bunny,Ojitos Lindos,4.31,2
Bad Bunny,Tití Me Preguntó,8.12,2
Bad Bunny,Un Verano Sin Ti,2.68,2
Barrie,Frankie,0.08,2
Basement,Halo,3.45,2
Bastille,Flaws,3.25,2
Bay Faction,One Thrill,6.34,2
Bay Ledges,Up,6.48,2
Beach Bunny,Fire Escape,2.7,2
Beach Bunny,Weeds,4.43,2
Beach Fossils,May 1st,5.96,2
Beach Fossils,Social Jetlag,6.06,2
Beach Fossils,What a Pleasure,4.32,2
Beach House,Myth,0.9,2
Beach House,New Romance,8.42,2
Beastie Boys,Sabotage,3.05,2
Ben Kessler,False Art,6.12,2
Ben Quad,"You Gotta Learn to Listen, Lou",6.54,2
Bert,fuji,5.5,2
Biba Dupont,Circumstance,6.72,2
Big Boy,Mis Ojos Lloran Por Ti,0.04,2
Big Pity,Things to Work On,10.04,2
Birdy,Skinny Love,0.65,2
"Black Country, New Road",Concorde,0.95,2
Black Sabbath,War Pigs / Luke's Wall - 2012 - Remaster,0.5,2
Blue Wednesday,Wildflower,5.14,2
Bo Burnham,That Funny Feeling,6.5,2
Bob Seger,Hollywood Nights,0.49,2
Bon Iver,00000 Million,4.19,2
Bon Iver,10 d E A T h b R E a s T ⚄ ⚄,4.8,2
Bon Iver,666 ʇ,8.4,2
Bon Iver,Woods,2.23,2
Bon Iver,____45_____,4.74,2
Bon Jovi,Livin' On A Prayer,0.78,2
Bon Jovi,You Give Love A Bad Name,0.63,2
Bowling For Soup,1985,6.44,2
Boys Like Girls,Hero / Heroine - Original Mix,1.24,2
Boys Like Girls,Thunder,3.71,2
Brenda Lee,Rockin' Around The Christmas Tree,0.15,2
Briston Maroney,It's Still Cool If You Don't,3.96,2
C418,Chris,2.92,2
C418,Clark,6.4,2
C418,Cold Summer,3.21,2
C418,Danny,3.5,2
C418,Door,3.72,2
C418,Living Mice,5.92,2
CASTLEBEAT,80's High School,1.7,2
CASTLEBEAT,Dreamgaze,5.52,2
CASTLEBEAT,Here,3.8,2
CASTLEBEAT,I Follow,4.71,2
CASTLEBEAT,Research,3.93,2
CHVRCHES,Forever,1.11,2
COIN,Cutie,4.92,2
COIN,Malibu 1992,2.2,2
Cafuné,Live It Back Down,3.31,2
Cage The Elephant,Ain't No Rest for the Wicked,2.91,2
Calvin Harris,Pray to God (feat. HAIM),4.05,2
Carla Bruni,Quelqu'un m'a dit,0.05,2
Carly Cosgrove,Munck,9.19,2
Carly Rae Jepsen,Call Me Maybe,0.04,2
Casiio,Ancestral,3.2,2
Casiio,Coming Home,1.34,2
Casiio,Hidden,3.49,2
Cavetown,fall in love with a girl (feat. Beabadoobee),0.34,2
CeeLo Green,Forget You,1.13,2
Chamber Orchestra of Miemo,Largo Opus I,4.11,2
Chance the Rapper,Do You Remember,0.04,2
Chance the Rapper,Eternal,0.03,2
Charli XCX,Spinning (with Charli XCX & The 1975) (A. G. Cook Remix),1.87,2
Chau Sara,Space 420,1.77,2
Cherry Glazerr,That’s Not My Real Life,5.9,2
ChiChi Peralta,Procura,0.21,2
Christian Leave,Maybe,3.03,2
Christoffer Moe Ditlevsen,The Guiding Light,5.36,2
Circus DJ's,Cotton Eyed Joe,0.05,2
Citizen,Yellow Love,3.86,2
Clairo,2 Hold U,0.17,2
Claud,Soft Spot,3.22,2
Coasting,OCEAN BLUE,1.39,2
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),3.76,2
Coconut Records,West Coast,3.6,2
Cocteau Twins,Heaven or Las Vegas,0.6,2
Cody Johnson,Ride With Me,0.07,2
Coldplay,Sparks,0.48,2
Coldplay,Yellow,4.48,2
Conan Gray,Heather,0.43,2
Corella,Caught Up,5.43,2
Cosmic Koala,Aereda,3.98,2
Cream,Sunshine Of Your Love,7.43,2
Cuco,Drown,3.61,2
Cuco,Lover Is a Day,2.99,2
Current Joys,Fear,4.68,2
Cute Is What We Aim For,"Teasing to Please (Left Side, Strong Side)",4.39,2
D0d.,Teardrops,5.18,2
DLJ,Broken,4.82,2
DLJ,Far Away,4.22,2
DLJ,Next To Me,4.25,2
DLJ,Sparks,5.04,2
Dad Bod,The Drifter,8.08,2
Daddy Yankee,Ella Me Levanto,3.51,2
Dan + Shay,19 You + Me,0.08,2
Daniel Caesar,Get You (feat. Kali Uchis),0.79,2
Daniel Caesar,Who Hurt You?,0.24,2
Daphne Bleue,Halcion Dreams,3.37,2
Darker In Vine,Aléatoire,3.65,2
Darude,Sandstorm,1.3,2
Darwin Deez,Chelsea's Hotel,4.74,2
Daughter,Shallows,7.17,2
Daughter,Tomorrow,5.84,2
Daulton Hopkins,I'm Okay and So Are You,4.79,2
Day Wave,Cold Like Me,6.08,2
Day Wave,Headcase,4.6,2
Day Wave,Promises,6.54,2
Day Wave,You,1.23,2
Day Wave,You Are Who You Are,0.31,2
Dayglow,Crying on the Dancefloor,8.76,2
Dayglow,December,3.32,2
Dayglow,Into Blue,3.71,2
Dayglow,Second Nature,6.12,2
De Stevens,Big Small Town,7.28,2
Death Cab for Cutie,Soul Meets Body,3.86,2
Death Cab for Cutie,You Are a Tourist,7.79,2
Declan McKenna,Why Do You Feel So Down,2.03,2
Demi Lovato,Give Your Heart a Break,0.03,2
Dijon,Nico's Red Truck,8.3,2
Dijon,The Dress,4.66,2
Dillon Francis,Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),3.5,2
Dillon Francis,Goodies,2.13,2
Dimension 32,Avalanche,5.62,2
Dimension 32,Nuit Noire,1.98,2
Dimension 32,Peau De Chagrin,5.78,2
Direct Hit!,Altered States,0.55,2
Disclosure,You & Me - Flume Remix,4.82,2
Doja Cat,Kiss Me More (feat. SZA),3.55,2
Douglas Parth,Zora - solo piano,4.62,2
Dr. Dog,The Breeze,0.09,2
Dr. Dog,Where'd All the Time Go?,0.16,2
Drake,Buried Alive Interlude,2.58,2
Drake,Fair Trade (with Travis Scott),0.36,2
Drake,HYFR (Hell Ya Fucking Right),6.27,2
Drake,Lord Knows,10.26,2
Drake,Make Me Proud,6.01,2
Drake,Practice,3.96,2
Drake,The Real Her,3.49,2
Dreamgirl,Teenage Blue,4.37,2
ENRA,In Motion,4.42,2
ENRA,Tomorrows That Follow,3.6,2
Eagles,Lyin' Eyes - 2013 Remaster,2.82,2
Earl Sweatshirt,Sunday (feat. Frank Ocean),0.04,2
Early Eyes,Case for You,6.12,2
Earring,Smile Like Hell,6.39,2
Ed Sheeran,Bloodstream,0.06,2
Ed Sheeran,Grade 8,5.96,2
Ed Sheeran,One,3.9,2
Ed Sheeran,Sofa,0.09,2
Ed Sheeran,This,1.2,2
Ed Sheeran,Wake Me Up,7.66,2
Elijah Lee,Explorers,3.96,2
Elinaura,Crossing Paths,5.52,2
Elliott Smith,Somebody That I Used To Know,0.41,2
Elton John,Don't Go Breaking My Heart,0.23,2
Eminem,Till I Collapse,5.45,2
Emperor X,Freeway in Heaven,0.65,2
Enluv,Within,6.32,2
Enrico Pieranunzi,Love Waiting Endlessly,9.2,2
Erasmus Talbot,The Sanctuary Within,5.46,2
Ethan Gruska,So Unimportant,0.37,2
Ethel Cain,Crush,0.14,2
Excuse Me Who Are You?,...In the Test Chamber,4.45,2
Faces,Ooh La La,0.07,2
Fall Out Boy,"Dance, Dance",3.02,2
Falling In Reverse,The Drug In Me Is You,0.06,2
Far East Movement,Like A G6,2.8,2
Faye Webster,Better Distractions,7.22,2
Faye Webster,I Know You,6.43,2
Fazerdaze,Lucky Girl,3.89,2
Fer Casillas,Quédate (feat. Juan Pablo Vega),0.24,2
Field Medic,bundle of hyacinths (feat. Samia),6.1,2
Field Medic,hello moon,4.06,2
Field Medic,i think about you all the time,4.08,2
Field Medic,talkin johnny & june (your arms around me),5.4,2
Fishmans,ナイトクルージング,0.09,2
Fitz and The Tantrums,The Walker,2.48,2
Fivio Foreign,City of Gods,1.32,2
Fleet Foxes,White Winter Hymnal,2.56,2
Florence + The Machine,Dog Days Are Over,4.01,2
Florence + The Machine,You've Got The Love,0.1,2
Flume,Drop The Game,0.19,2
Flyleaf,I'm So Sick,3.09,2
Foo Fighters,Best of You,7.01,2
Foo Fighters,Everlong,8.36,2
Foo Fighters,Learn to Fly,5.14,2
Forests,Cirrus Clouds,4.21,2
Forests,Goldust,4.48,2
Forests,Headless and Mindstrong,1.27,2
Forests,"Perfect Worst Team, Ya Know?",8.76,2
Forests,This Town Needs Fun,9.02,2
Forests,You Must Be Fun at Parties,3.15,2
Forever The Sickest Kids,Hey Brittany,3.13,2
Fort Minor,Remember the Name (feat. Styles of Beyond),0.62,2
Foster The People,Don't Stop (Color on the Walls),5.84,2
Foster The People,Houdini,6.74,2
Foster The People,Life on the Nickel,7.18,2
Foster The People,Miss You,7.1,2
Foster The People,Warrant,5.85,2
Frank Ocean,Bad Religion,0.01,2
Frank Ocean,DHL,4.5,2
Frank Ocean,Dear April (Side A - Acoustic),3.86,2
Frank Ocean,In My Room,5.51,2
Frank Ocean,Lens,0.04,2
Frank Ocean,Nikes,5.28,2
Frank Ocean,Provider,4.59,2
Frankie Cosmos,Outside with the Cuties,4.86,2
Frankie Cosmos,Slide,0.62,2
Franz Gordon,Cloudsailing,5.75,2
Future Generations,Down and Out,3.93,2
Galaxie 500,Tugboat,3.96,2
George Strait,"Love Without End, Amen",0.06,2
Geto Boys,Mind Playing Tricks on Me,1.9,2
Ginger Root,Le château,5.2,2
Ginger Root,September,0.88,2
Girlpool,Cut Your Bangs,3.11,2
Glaze,Buttercup,3.3,2
Glocca Morra,Ya'll Boots Hats? (Die Angry),2.23,2
Good Morning,Warned You,4.54,2
Goth Babe,Driving South,3.09,2
Gotye,Somebody That I Used To Know - 4FRNT Remix,0.05,2
Green Day,When I Come Around,0.01,2
Greer,Bittersweet,5.73,2
Gregory Alan Isakov,Big Black Car,7.24,2
Gregory Alan Isakov,Chemicals,0.67,2
Grizzly Bear,Two Weeks,0.12,2
Grouplove,Deleter,3.66,2
HAIM,Now I'm In It - Bonus Track,6.09,2
HAIM,Summer Girl - Bonus Track,6.84,2
HAIM,The Steps,8.26,2
HM Surf,Fancy Brew,3.62,2
Haley Blais,Coolest fucking bitch in town,5.39,2
Happyness,Naked Patients,9.36,2
Harmless,Painfully Obvious,5.51,2
Harriette,Fucking Married,6.38,2
Harrison Storm,Change It All,8.24,2
Harry Styles,Grapejuice,0.67,2
Hayley Williams,First Thing To Go,0.13,2
Hayley Williams,My Limb,0.12,2
Hazel English,I'm Fine,0.28,2
Hazel English,Make It Better,6.05,2
Hazel English,Other Lives,5.27,2
Hazel English,Waiting,7.1,2
Hentos,-1 is better than 0,1.13,2
Her's,Dorothy,4.11,2
Hether,Shy,6.72,2
Hevi,Morning Brew,4.66,2
Hoogway,All In The Stars,4.86,2
Hoogway,Lovely,4.62,2
Hoogway,Stellar,5.22,2
Hovvdy,1999,4.1,2
Hovvdy,Pretend,4.02,2
Hovvdy,Talk,2.25,2
Hozier,Like Real People Do,5.04,2
Hundredth,Grey (Ultrarare Version),7.24,2
I Feel Fine,Selfsame,7.34,2
I Set My Friends On Fire,Things That Rhyme With Orange,3.61,2
Ivers,Push,6.82,2
JAY-Z,Otis,5.8,2
Jack Stauber,Oh Klahoma,6.4,2
Jake Mirador,Floors,0.15,2
Jakob Ahlbom,The Sun Might Rise in the West,6.78,2
Japanese Breakfast,Head Over Heels,1.34,2
Japanese Breakfast,Heft,3.64,2
Japanese Breakfast,In Hell,5.28,2
Japanese Breakfast,Sit,6.24,2
Japanese Breakfast,Tactics,7.78,2
Japanese Breakfast,The Body Is a Blade,6.06,2
Japanese Breakfast,Till Death,3.27,2
Jay Som,"O.K., Meet Me Underwater",6,2
Jay Som,Superbike,3.89,2
Jay Som,Tenderness,8.04,2
Jay Wonder,the center of solace,0.04,2
Jetta,I'd Love To Change The World - Matstubs Remix,0.08,2
Jhove,closed eyes,4.6,2
Jhove,when i close my eyes,4.36,2
Jimmy Eat World,Sweetness,0.15,2
Jimmy Gonzalez Y Grupo Mazz,Mi Triste Soledad,0.05,2
Jimmy Gonzalez Y Grupo Mazz,Que Me Lleven Canciones featuring Joe Lopez,0.06,2
Jimmy Gonzalez Y Grupo Mazz,Te Llevo En Mi Alma,0.16,2
Joe P,Off My Mind,3.86,2
Johannes Bornlöf,"Hunger, Thirst",3.54,2
John Mayer,Belief,8.08,2
John Mayer,I Don't Trust Myself (With Loving You),9.74,2
John Mayer,Vultures,8.36,2
John Mayer,Waiting On the World to Change,1.78,2
Joji,Gimme Love,1.01,2
Jordana,I Guess This is Life,3.56,2
José González,Remain,6.55,2
Joyce Manor,Beach Community,1.73,2
Joyce Manor,Chumped,3.3,2
Joyce Manor,Done Right Discount Flooring,1.45,2
Joyce Manor,Five Beer Plan,3.76,2
Joyce Manor,House Warning Party,1.38,2
Joyce Manor,Last You Heard Of Me,3.16,2
Joyce Manor,Orange Julius,1.36,2
Joyce Manor,Reason to Believe,2.76,2
Julian Luger,Papuk,4.22,2
Julien Baker,Guthrie,5.55,2
Just A Gent,Limelight (feat. R O Z E S),2.55,2
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",0.06,2
Jósean Log,Chachachá,3.61,2
KC & The Sunshine Band,Give It Up,1.52,2
KISS,Detroit Rock City,6.99,2
KISS,Rock And Roll All Nite,5.62,2
Kainbeats,Duty Calls,3.8,2
Kainbeats,Heart of the Ocean,4.88,2
Kanisan,Fireflies,2.33,2
Kanye West,All Falls Down,1.25,2
Kanye West,All Of The Lights,5.03,2
Kanye West,Blood On The Leaves,10.14,2
Kanye West,Flashing Lights,4.59,2
Kanye West,Ghost Town,0.15,2
Kanye West,Gold Digger,3.72,2
Kanye West,Gorgeous,4.19,2
Kanye West,Guilt Trip,4.09,2
Kanye West,Hell Of A Life,3.31,2
Kanye West,Paranoid,0.21,2
Kanye West,Violent Crimes,3.67,2
Karl Denson,Shake It Out,4.11,2
Kaspa.,Drift Away,5.26,2
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,4.88,2
Keane,Somewhere Only We Know,0.17,2
Kendrick Lamar,FEEL.,7.16,2
Kendrick Lamar,PRIDE.,6.52,2
Kendrick Lamar,Purple Hearts,5.96,2
Kesha,Die Young,1.64,2
Khruangbin,Texas Sun,0.6,2
Kid Cudi,Pursuit Of Happiness (Nightmare),4.98,2
Kid Cudi,Pursuit Of Happiness - Extended Steve Aoki Remix,8.01,2
King Gnu,Vinyl,5.03,2
Kinissue,Always knew,3.52,2
Kinissue,Cascade,4.54,2
Kinissue,Escapade,4.74,2
Krisma,C.Rock,3.45,2
Krynoze,Loveblind,5.02,2
Krynoze,Serenade,4.24,2
Kule,Lost In Translations,2.71,2
LMFAO,Party Rock Anthem,8.42,2
Lady Gaga,Just Dance,3.91,2
Laffey,As The Sun Sets,1.16,2
Laffey,Forever Changing,0.65,2
Laffey,In This Moment,3.97,2
Lana Del Rey,Fuck it I love you,0.06,2
Laufey,Like the Movies,0.27,2
Lawrence Walther,"Floating, Drifting",5.9,2
Layzi,Ego,2.71,2
Leavv,Cloud Shapes,4,2
Lenny Kravitz,Are You Gonna Go My Way,3.73,2
Lenny Loops,Everything We Were,3.88,2
Lenny Loops,Illusions We Shared,4.86,2
Leyenda,Enchanted Strings,7.44,2
Lil Baby,Hats Off (feat. Travis Scott),0.88,2
Lil Rob,Summer Nights,2.34,2
Lil Wayne,Dedicate,4.22,2
Lil Wayne,How To Hate,9.07,2
Lil Wayne,How To Love,7.75,2
Lil Wayne,She Will,3.36,2
Lilac,Dry Your Eyes,5.26,2
Lilacs.,7PM,2.67,2
Linkin Park,A Place for My Head,0.05,2
Linkin Park,BURN IT DOWN,0.08,2
Linkin Park,Bleed It Out,5.28,2
Linkin Park,Breaking the Habit,0.05,2
Linkin Park,CASTLE OF GLASS,0.83,2
Linkin Park,Crawling,3.55,2
Linkin Park,Faint,6.34,2
Linkin Park,In the End,7.22,2
Linkin Park,New Divide,0.07,2
Linkin Park,Numb,0.9,2
Linkin Park,One More Light,1.24,2
Linkin Park,One Step Closer,0.08,2
Linkin Park,Papercut,0.6,2
Linkin Park,Somewhere I Belong,3.69,2
Linkin Park,What I've Done,3.46,2
Lionel Boy,Summer Fun,3.99,2
Lit,My Own Worst Enemy,0.02,2
Living Room,Fuji,4.94,2
Lizzy McAlpine,Let Light Be Light,5.17,2
Lizzy McAlpine,Same Boat,6.32,2
Lizzy McAlpine,When The World Stopped Moving,6.48,2
Lizzy McAlpine,all my ghosts,6.56,2
Lizzy McAlpine,an ego thing,2.38,2
Loafy Building,Butterflies,4.16,2
Local Natives,Dark Days [Feat. Sylvan Esso],3.05,2
Lomelda,Slide,1.49,2
Long Beard,Means To Me,7.48,2
Long Beard,Snow Globe,7.16,2
Lord Huron,Ends of the Earth,7.59,2
Lorde,400 Lux,7.8,2
Lorde,Buzzcut Season,6.64,2
Lorde,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",2.6,2
Lorde,Mood Ring,1.64,2
Lorde,Perfect Places,0.74,2
Lorde,Solar Power,3.24,2
Lorde,Stoned at the Nail Salon,0.5,2
Lorde,Team,6.44,2
Los Tucanes De Tijuana,La Chona,3.36,2
Louk,I'll Meet You At The Station,3.38,2
Louk,Seeing You Is Like,4.98,2
Lowertown,Sandy,3.93,2
Luc Kavic,Frozen Thoughts,5.52,2
Lucy Dacus,First Time,7.59,2
Lucy Dacus,Hot & Heavy,6.09,2
Lucy Dacus,Kissing Lessons,3.82,2
Ludovico Einaudi,Berlin Song,0.89,2
Ludovico Einaudi,Experience,0.37,2
Lunar Vacation,Mold,4.57,2
Lunar Vacation,The Basement,6.6,2
M83,Jack's Dream,1.4,2
M83,When Will You Come Home?,0.01,2
MF DOOM,Doomsday,0.57,2
Mac DeMarco,Still Beating,0.08,2
Mac Miller,All I Want Is You,0.52,2
Mac Miller,Don't Mind If I Do,4.6,2
Mac Miller,Knock Knock,3.3,2
Mac Miller,Missed Calls,0.24,2
Mac Miller,What's the Use?,7.95,2
Madeleine West,Sometime Ago,2.7,2
Madge,Fight or Flight Club,0.5,2
Maggie Rogers,Alaska - Toby Green Remix,0.04,2
Maggie Rogers,Anywhere With You,5.16,2
Magic City Hippies,The Wind,6.38,2
Major Lazer,Lean On,0.18,2
Makeout Reef,Youth,2.48,2
Mallrat,Inside Voices,3.06,2
Mallrat,Make Time,1.23,2
Marcos Menchaca,Contigo,0.35,2
Marcos Menchaca,Vete a la Chingada,1.99,2
Marcus Mumford,Cannibal,4.61,2
Maroon 5,One More Night,1.62,2
Marsicans,Pop-Ups (Sunny at the Weekend),0.68,2
Martin Garrix,Wizard - Yellow Claw Remix,6.55,2
Matt Maltese,Smile in the Face of the Devil,1.13,2
Maverick Sabre,Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,1.9,2
Mayday Parade,I'd Hate To Be You When People Find Out What This Song Is About,2.35,2
Mayday Parade,Jersey,6.98,2
Mayday Parade,Kids Of Summer,0.01,2
Mayday Parade,Miserable At Best,5.5,2
Mayday Parade,Take This To Heart,0.05,2
McCafferty,Alligator Skin Boots,0.43,2
Melody,El Baile del Gorila,0.1,2
Men I Trust,Oncle Jazz,1.09,2
Men I Trust,Seven,3.84,2
Metallica,One (Remastered),1.32,2
Metro Station,Kelsey,3.97,2
Metro Station,Shake It,3.04,2
Mia Joy,See Us,2.55,2
Midwest Pen Pals,Movies Like Juno,1.67,2
Mitski,Last Words of a Shooting Star,4.34,2
Moisés Nieto,"7PM (From ""Animal Crossing: New Leaf"")",1.3,2
Mom Jeans.,Something Sweet,4.24,2
Mom Jeans.,What's Up?,3.47,2
Mommy Long Legs,Weird Girl,2.11,2
Mondo Loops,Echoes Of The Past,3.94,2
Mondo Loops,Essence of the Forest,5.6,2
Mondo Loops,In The End,5.22,2
Moose Blood,Gum,2.16,2
Motörhead,Ace of Spades,6.68,2
Nadav Cohen,Final moments,5,2
Nadav Cohen,Laying Beside you,3.37,2
Nadav Cohen,interstellar,5.32,2
Namen Namen,The Horrors of Spider Island,3.71,2
Natalie Cole,This Will Be (An Everlasting Love),0.12,2
Neil Diamond,Sweet Caroline,0.04,2
Nelly,Ride Wit Me,4.89,2
Never Shout Never,Bigcitydreams,5.9,2
Never Shout Never,Heregoesnothin,3.48,2
Never Shout Never,She's Got Style,6.28,2
New Order,Age of Consent - 2015 Remaster,5.39,2
New Order,Ceremony - Version 1; 2016 Remaster,0.46,2
Nick Leng,Spirals,0.36,2
Nickelback,Burn It to the Ground,3.98,2
Nico & Vinz,Am I Wrong,0.32,2
Nieve Ella,Girlfriend,0.65,2
Nikolas Ricard,Once in a Lifetime,4.05,2
Nine Days,Absolutely (Story of a Girl) - Radio Mix,0.29,2
No Rome,5 Ways to Bleach Your Hair,1.97,2
No Rome,Space-Cowboy,1.87,2
No Spirit,Astral,5.12,2
No Spirit,Driftwood,4.92,2
No Spirit,Glowing Lights,5.52,2
No Vacation,Estrangers,6.66,2
No Vacation,Lovefool,4.36,2
No Vacation,Waltzing Back,5.53,2
No Vacation,You're Not with Me,7.56,2
Noah Kahan,All My Love,8.38,2
Noah Kahan,She Calls Me Back,8.12,2
Noah Kahan,Still,3.23,2
Noah Kahan,Strawberry Wine,6.52,2
Okay Kaya,Insert Generic Name,0.08,2
Omar Apollo,Invincible (feat. Daniel Caesar),0.05,2
Onda Vaselina,Un Pie Tras Otro Pie,0.09,2
One Direction,Fireproof,1.26,2
One Direction,Fool's Gold,4.47,2
One Direction,Girl Almighty,6.72,2
One Direction,Night Changes,7.56,2
One Direction,No Control,4.35,2
One Direction,Spaces,1.13,2
One Direction,Steal My Girl,4.65,2
One Direction,Where Do Broken Hearts Go,0.24,2
Ornithology,Songbirds,4.2,2
Outkast,Hey Ya!,2.29,2
Panic! At The Disco,The Ballad of Mona Lisa,5.5,2
Paramore,All I Wanted,0.38,2
Paramore,Fake Happy,7.25,2
Paramore,Fast in My Car,3.77,2
Paramore,Grudges,2.55,2
Paramore,Misery Business - Acoustic Version,3.27,2
Paramore,We Are Broken,0.23,2
Paramore,You First,7.87,2
Pardoner,Sugary + Sweet,6.66,2
Parquet Courts,Already Dead,3.11,2
Passenger,Let Her Go,0.34,2
Passenger,Simple Song,7.65,2
Passenger,Sword from the Stone,5.23,2
Passenger,Things That Stop You Dreaming,3.07,2
Passion Pit,Carried Away,1.32,2
Passion Pit,Little Secrets,7.96,2
Peach Pit,Drips on a Wire,3.19,2
Peach Pit,From 2 to 3,4.64,2
Peach Pit,Psychics in LA,5.7,2
Peach Pit,Puppy Grin,0.64,2
Peach Pit,Sweet FA,5.93,2
Peach Pit,You and Your Friends,0.08,2
Peach Pit,Your Teeth,6.2,2
Peak Twilight,Magical Connection,5.14,2
Peak Twilight,Shifting Realities,2.49,2
Pesado,Ojalá que te mueras,3.76,2
Pesukone,Fight,2.06,2
Petite League,Raspberry Vines,5.9,2
Phoenix,1901,6.23,2
Phoenix,Lisztomania,8.06,2
Phoenix,Too Young,6.6,2
Pianos Become The Teeth,Late Lives,7.54,2
Pinegrove,Days,4.46,2
Pinegrove,"Endless (Amperland, NY)",0.03,2
Pinegrove,"Intrepid (Amperland, NY)",0.05,2
Pinegrove,Old Friends (Schuylkill Session),0.04,2
Pinegrove,Overthrown,1.63,2
Pinegrove,"Paterson & Leo (Amperland, NY)",0.13,2
Pinegrove,Paterson + Leo (Demo),0.54,2
Pinegrove,Thanksgiving,1.1,2
Pinegrove,Unison,4.29,2
Pinegrove,V,2.68,2
PinkPantheress,All my friends know - Anz Remix,3.03,2
PinkPantheress,Last valentines - 2AAB Remix,1.7,2
PinkPantheress,Noticed I cried - O.J.C Remix,1.95,2
PinkPantheress,Reason - Evilgiane Remix,1.02,2
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",6.59,2
Pity Sex,Flower Girl,4.69,2
Porter Robinson,Goodbye To A World,5.47,2
Porter Robinson,Sad Machine,6.3,2
Post Malone,Big Lie,6.92,2
Post Malone,Leave,5.48,2
Post Malone,Lemon Tree,0.64,2
Post Malone,Money Made Me Do It,7.29,2
Post Malone,Up There,1.22,2
Post Malone,rockstar (feat. 21 Savage),3.66,2
Pretoria,Keep Two-Stepping,6.7,2
Prithvi,Saudade,4.44,2
Psalm Trees,Fever,5.1,2
Purrple Cat,Breathtaking,6.4,2
Purrple Cat,Caramellow,1,2
Purrple Cat,Morning Light,7,2
Pusha T,Nosetalgia,0.02,2
Radiator Hospital,Something Wild,3.12,2
Rage Against The Machine,Killing In The Name,5.25,2
Rain Sounds - 10 Hour,"Steady Rain - 10 Hours for Sleep, Meditation, & Relaxation",49.91,2
Rainbow Kitten Surprise,Cold Love,0.11,2
Rainbow Kitten Surprise,Mission to Mars - Live from Athens Georgia,0.06,2
Rainbow Kitten Surprise,That's My Shit,3.44,2
Ramones,Blitzkrieg Bop - 2016 Remaster,3.32,2
Rascal Flatts,Life is a Highway,3.06,2
Real Estate,After The Moon,4.84,2
Real Friends,Summer,3.36,2
Regina Spektor,Us - 2005 Remaster,0.14,2
Renato Luigi,Elevate,6.28,2
Retirement Party,Passion Fruit Tea,5.08,2
Richy Mitch & The Coal Miners,Somersault,5.03,2
Ricky Montgomery,Mr Loverman (feat. chloe moriondo),2.56,2
Rihanna,FourFiveSeconds,0.1,2
Ritchie Valens,We Belong Together,0.12,2
Ritt Momney,Put Your Records On,0.2,2
Roar,Poor Grammar,0.02,2
Rook1e,The Places We Used to Walk,2.27,2
Rose Riebl,flow down like water,5.92,2
Runnner,Ur Name on a Grain of Rice,2.71,2
S N U G,convo,4.58,2
SZA,20 Something,6.6,2
Sad Cops,Dirty Sheets,0.1,2
Sam Burchfield,The Last of the Honey Bees,3.95,2
Samia,Mad At Me,4.92,2
Samia,Show Up,3.35,2
Sarah Crean,Dancing in the Dark - Live From Tragic Magic Music,3.95,2
Sarah Crean,French Boy,6.4,2
Sarah Crean,Show Me Nuance,3.37,2
Science Vs,Processed Food: A Load of Baloney?,16.22,2
Scorpions,Rock You Like A Hurricane,5.51,2
Seahaven,On The Floor,9.58,2
Sean Kingston,Beautiful Girls,3.78,2
Sebastián Escofet,Ondulante,6,2
Secondhand Serenade,Fall for You (Acoustic),0.25,2
Seether,Remedy,3.68,2
